source	target	status
HEATR5A	COG6	non_indicated
hCT1640922.3	EBPL	non_indicated
hCT18627.2	6-Mar	non_indicated
AF088018	TBX15	non_indicated
AF088018	Contig31208_RC	non_indicated
AF088018	AK055280	non_indicated
AF088018	AL832549	non_indicated
DHRS3	AK023793	non_indicated
HSS00094923	HSS00257868	non_indicated
HSS00130672	AJ227909	non_indicated
hCT2279388	DDR2	non_indicated
hCT2279388	DLD	non_indicated
hCT2279388	Contig48800_RC	non_indicated
hCT2279388	HOPX	non_indicated
hCT2279388	C11orf63	non_indicated
hCT2279388	hCT2302734	non_indicated
hCT2279388	hCT1970544.1	non_indicated
hCT2279388	HIPK2	non_indicated
SMCR3	SREBF2	non_indicated
SMCR3	PRKCZ	non_indicated
SMCR3	WASH3P	non_indicated
hCT1832239.2	ADFP	non_indicated
hCT1832239.2	SLC16A10	non_indicated
hCT1845938.2	Contig11065_RC	non_indicated
hCT1845938.2	Contig41850_RC	non_indicated
hCT1845938.2	Contig44398_RC	non_indicated
hCT1845938.2	AF244571	non_indicated
hCT1845938.2	HSS00020955	non_indicated
ZNF595	ZNF493	non_indicated
XM_212411	TNS1	non_indicated
HSS00245063	SETDB2	non_indicated
RAB18	ZNF207	non_indicated
RAB18	SLC25A36	non_indicated
RAB18	ZNF148	non_indicated
RAB18	STT3B	non_indicated
RAB18	PIAS1	non_indicated
RAB18	AK024921	non_indicated
RAB18	AF147313	non_indicated
RAB18	WDFY3	non_indicated
RAB18	INTS6	non_indicated
RAB18	AK056916	non_indicated
RAB18	EXOC1	non_indicated
RAB18	AF085839	non_indicated
RAB18	HSS00294378	non_indicated
hCT1970937.1	NM_015892	non_indicated
AL162044	PCDH9	non_indicated
RP1-19N1.1	Contig47655_RC	non_indicated
RP1-19N1.1	CPEB4	non_indicated
RP1-19N1.1	IFI16	non_indicated
RP1-19N1.1	XM_208797	non_indicated
RP1-19N1.1	HSS00061034	non_indicated
HSS00257853	AK023027	non_indicated
HSS00257853	TRIM42	non_indicated
HSS00257853	HSS00181144	non_indicated
HSS00257853	UNQ2790	non_indicated
hCT1640138.2	ENST00000282037	non_indicated
hCT1640138.2	hCT1817567.1	non_indicated
hCT16862.1	RPL30	non_indicated
hCT16862.1	hCT1643073.3	non_indicated
ACP1	AL080180	non_indicated
ACP1	11-Sep	non_indicated
ACP1	Contig27184_RC	non_indicated
HSS00015817	DEPDC6	non_indicated
HSS00011969	AK001864	non_indicated
AK095250	TC2N	non_indicated
PTGER3	ANO3	non_indicated
PTGER3	FABP9	non_indicated
PTGER3	XM_117587	non_indicated
XM_210566	hCG_19809	non_indicated
XM_210566	hCT12305.3	non_indicated
AK093527	BC001437	non_indicated
AK093527	AK057150	non_indicated
AK093527	ITM2C	non_indicated
AK093527	NXPH3	non_indicated
AK093527	FAM171A2	non_indicated
AK026402	HSS00001399	non_indicated
L29376	BTN3A2	non_indicated
AK001132	ANK3	non_indicated
HSS00266440	PSMG4	non_indicated
HSS00266440	hCT1820165	non_indicated
AK022236	Contig30955_RC	non_indicated
AK022236	NM_020217	non_indicated
AK022236	AL049268	non_indicated
AK022236	AL109705	non_indicated
AK022236	RP11-144G6.7	non_indicated
AK022236	ZNF160	non_indicated
AK022236	AK057119	non_indicated
AK022236	XRRA1	non_indicated
XM_210698	ENST00000281504	non_indicated
XM_210698	hCT1959507.1	non_indicated
HSS00219014	ODZ3	non_indicated
HSS00219014	AK001906	non_indicated
hCT1970830.1	FNIP1	non_indicated
hCT1970830.1	ARID5B	non_indicated
hCT1970830.1	C10orf47	non_indicated
HSS00043969	CCBE1	non_indicated
MT1CP	MT1X	non_indicated
MT1CP	hCT32199.2	non_indicated
MT1CP	MT1DP	non_indicated
MT1CP	MT1G	non_indicated
MT1CP	MT1H	non_indicated
hCT6710.3	RPS26P10	non_indicated
hCT6710.3	hCT11784.3	non_indicated
hCT6710.3	hCT23582.2	non_indicated
hCT6710.3	hCG_2033311	non_indicated
hCT6710.3	hCT1783331.1	non_indicated
hCT2271849	NM_021631	non_indicated
hCT2271849	XM_210566	non_indicated
hCT2271849	hCT1833081.1	non_indicated
hCT2271849	hCT8673.2	non_indicated
AF147301	HSS00337248	non_indicated
AL080190	LONRF1	non_indicated
AK091667	ADH1B	non_indicated
AK091667	ARHGEF6	non_indicated
AK091667	EPB41L4B	non_indicated
AK091667	UTS2D	non_indicated
AK091667	HSS00173708	non_indicated
AK091667	HSS00296781	non_indicated
AK091667	C3orf50	non_indicated
HSS00327746	HSS00099763	non_indicated
XM_211972	FAM153B	non_indicated
HSS00248359	Contig22423_RC	non_indicated
HSS00248359	UBA6	non_indicated
HSS00248359	HSS00299216	non_indicated
hCT28758.2	NME7	non_indicated
hCT28758.2	CSGALNACT1	non_indicated
hCT28758.2	GJA1	non_indicated
hCT28758.2	SQLE	non_indicated
hCT28758.2	CD200	non_indicated
hCT28758.2	hCT2333386	non_indicated
AK024690	XPNPEP3	non_indicated
AK024690	PPM1K	non_indicated
AK024690	ZNF417	non_indicated
AK024690	NM_024769	non_indicated
AK024690	HSS00221846	non_indicated
AK024690	BC012036	non_indicated
AK092660	SHB	non_indicated
AF086191	AF086475	non_indicated
hCT30457.2	RPL13A	non_indicated
HSS00062845	Contig5432_RC	non_indicated
HSS00062845	Contig17195_RC	non_indicated
HSS00062845	hCT2321185	non_indicated
HSS00009410	FOXP2	non_indicated
HSS00009410	ADAM22	non_indicated
HSS00009410	Contig21192	non_indicated
HSS00009410	AF052141	non_indicated
HSS00009410	TRHDE	non_indicated
HSS00264781	Contig44799_RC	non_indicated
HSS00264781	ENST00000298888	non_indicated
HSS00264781	AK025143	non_indicated
HSS00264781	AK027368	non_indicated
HSS00264781	AK027027	non_indicated
HSS00264781	C14orf82	non_indicated
HSS00264781	CREB1	non_indicated
HSS00264781	SIPA1L1	non_indicated
HSS00264781	AK025101	non_indicated
HSS00264781	HSS00373904	non_indicated
XM_060943	CHIC2	non_indicated
XM_060943	SFRS6	non_indicated
XM_060943	AK3L1	non_indicated
hCT2261772	NUP160	non_indicated
hCT2261772	XM_210414	non_indicated
AK090694	GPR56	non_indicated
AK090694	NEDD9	non_indicated
AK024979	FRAT2	non_indicated
AK024979	BC014063	non_indicated
hCT1645630.1	ZNF595	non_indicated
AL049987	OCLN	non_indicated
AL049987	X83300	non_indicated
HSS00166327	KIAA0368	non_indicated
HSS00166327	MACROD2	non_indicated
HSS00166327	LITAF	non_indicated
HSS00166327	QRSL1	non_indicated
HSS00166327	ADAT2	non_indicated
HSS00166327	FBXO9	non_indicated
HSS00166327	ZNF528	non_indicated
HSS00166327	HSS00308617	non_indicated
HSS00166327	AK056845	non_indicated
HSS00166327	SLC26A4	non_indicated
HSS00183094	Contig42328_RC	non_indicated
HSS00183094	Contig44987_RC	non_indicated
hCT1640838.3	ENST00000282152	non_indicated
AK097083	CR2	non_indicated
AK097083	STAP1	non_indicated
hCT1823003.1	NUP160	non_indicated
hCT1823003.1	ATG2B	non_indicated
hCT1823003.1	hCT2261772	non_indicated
hCT1823003.1	hCT1642552.2	non_indicated
hCT1823003.1	XM_210414	non_indicated
hCT6188.2	SUB1P1	non_indicated
hCT6188.2	SAA3P	non_indicated
hCT6188.2	SUB1	non_indicated
EHMT1	XM_212429	non_indicated
EHMT1	PTPRV	non_indicated
EHMT1	AKAP2	non_indicated
BC021189	Contig17418_RC	non_indicated
BC021189	HIST1H2AA	non_indicated
BC021189	SYT13	non_indicated
BC021189	HSS00216227	non_indicated
BC021189	AK093976	non_indicated
BC021189	BC017406	non_indicated
BC021189	HSS00141642	non_indicated
BC021189	HSS00296342	non_indicated
BC021189	hCT2332000	non_indicated
BC021189	CCDC47	non_indicated
BC021189	ZCCHC4	non_indicated
AF035297	Contig10387_RC	non_indicated
AF035297	ARL17P1	non_indicated
ACVR1C	Contig20748_RC	non_indicated
ACVR1C	ACVR1C	non_indicated
ACVR1C	PIK3CA	non_indicated
ACVR1C	BC037838	non_indicated
hCT1970687.1	RAD50	non_indicated
hCT1970687.1	ESF1	non_indicated
hCT1970687.1	ZNF782	non_indicated
hCT1970687.1	CTAGE4	non_indicated
hCT1970687.1	AK025386	non_indicated
hCT6393.3	IGFBP7	non_indicated
PCID2	Contig33234_RC	non_indicated
PCID2	GHRL	non_indicated
PCID2	HSS00136419	non_indicated
hCT1970789	RIMKLB	non_indicated
AK096792	BC037932	non_indicated
AF339820	U63542	non_indicated
AF339820	Contig25597_RC	non_indicated
AF339820	Contig25356_RC	non_indicated
AF339820	KLRG2	non_indicated
AF339820	WDR92	non_indicated
AF339820	DBF4B	non_indicated
AF339820	HSS00266440	non_indicated
MAPKAPK3	LEFTY2	non_indicated
MAPKAPK3	MAP1LC3C	non_indicated
HSS00046653	TSKU	non_indicated
hCT1826545.2	KRT8	non_indicated
hCT1826545.2	XM_066657	non_indicated
HSS00178724	Contig45441_RC	non_indicated
hCT20524.3	ATP6V1G2	non_indicated
hCT20524.3	EEF1B2	non_indicated
hCT20524.3	hCG_19809	non_indicated
hCT20524.3	XM_210698	non_indicated
hCT20524.3	XM_210215	non_indicated
hCT20524.3	RPL9	non_indicated
hCT1955536	AADAC	non_indicated
XM_208797	HSS00093053	non_indicated
HSS00008035	AK056011	non_indicated
F5	ANXA13	non_indicated
HSS00058175	AL832696	non_indicated
hCT2328955	RPL3	non_indicated
hCT2328955	RPL7A	non_indicated
hCT2328955	AASDH	non_indicated
hCT2328955	hCT13669.2	non_indicated
AK026687	Contig49614_RC	non_indicated
HSS00085657	Contig37764_RC	non_indicated
HSS00124296	AK001856	non_indicated
HSS00124296	BC016831	non_indicated
RPS18	ENST00000282152	non_indicated
RPS18	hCT1640838.3	non_indicated
RPS18	hCT2251953	non_indicated
RPS18	RPL41	non_indicated
RPS18	hCT2330959	non_indicated
hCT1971408.1	ATF4	non_indicated
hCT1971408.1	hCT2328955	non_indicated
hCT1971408.1	hCT1833306.1	non_indicated
hCT1971408.1	hCT1641765.2	non_indicated
hCT1971408.1	hCT2329009	non_indicated
hCT1971408.1	hCT1970546.1	non_indicated
HSS00150921	AF131846	non_indicated
HSS00150921	TSNAX	non_indicated
HSS00150921	LNPEP	non_indicated
HSS00150921	LHCGR	non_indicated
HSS00150921	AL049452	non_indicated
HSS00150921	PTGER3	non_indicated
HSS00150921	PPP1R9A	non_indicated
AK023572	Contig27081_RC	non_indicated
AK023572	Contig20441_RC	non_indicated
AK023572	Contig6064_RC	non_indicated
AK023572	Contig29067_RC	non_indicated
AK023572	Contig34395_RC	non_indicated
AK023572	BTNL9	non_indicated
AK023572	AK022185	non_indicated
AK023572	AK022286	non_indicated
AK023572	AK024653	non_indicated
AK023572	NM_025012	non_indicated
AK023572	SYNE2	non_indicated
AK023572	HSS00055489	non_indicated
AK023572	AK024979	non_indicated
AK023572	AK025332	non_indicated
AK023572	hCT2286560	non_indicated
AK023572	AL355689	non_indicated
hCT8695.1	AF007147	non_indicated
hCT8695.1	hCT1639914.3	non_indicated
hCT8695.1	hCT13097.2	non_indicated
hCT8695.1	MAMDC2	non_indicated
hCT2333137	Contig38614_RC	non_indicated
hCT2333137	C5orf26	non_indicated
hCT2333137	SNORD79	non_indicated
hCT2333137	hCT2293997	non_indicated
hCT2333137	BC035660	non_indicated
CDC73	OSGIN2	non_indicated
CDC73	TTC37	non_indicated
RPL23AP2	hCT2277172	non_indicated
RPL23AP2	hCT1779910.2	non_indicated
ENTPD1	HSS00041328	non_indicated
HSS00330838	IFT172	non_indicated
HSS00330838	DTWD2	non_indicated
HSS00330838	SCAND2	non_indicated
HSS00330838	AB062477	non_indicated
HSS00330838	RPRD1A	non_indicated
AK055745	NM_022347	non_indicated
AK055745	AK021556	non_indicated
XM_119751	XM_092539	non_indicated
XM_119751	NXF4	non_indicated
hCT401145.3	NR1H3	non_indicated
hCT401145.3	LAIR2	non_indicated
hCT401145.3	MECR	non_indicated
hCT401145.3	ENST00000266592	non_indicated
hCT401145.3	C13orf26	non_indicated
hCT401145.3	CCDC107	non_indicated
hCT401145.3	ICAM2	non_indicated
hCT401145.3	hCT1772223.2	non_indicated
AK022461	AK022258	non_indicated
AK022461	AK021981	non_indicated
AK022461	AK023551	non_indicated
AK022461	EIF2S1	non_indicated
AK022461	AK000106	non_indicated
hCG_2003663	Contig26909_RC	non_indicated
hCG_2003663	HSS00130672	non_indicated
hCG_2003663	HSS00020194	non_indicated
hCT2328745	GGH	non_indicated
IGLV2-14	AJ399839	non_indicated
AF146695	Contig31587_RC	non_indicated
AF146695	DUXAP10	non_indicated
BC026299	Contig39044_RC	non_indicated
BC026299	AL390143	non_indicated
AF147321	ANK1	non_indicated
AF147321	ROR2	non_indicated
AF147321	SCARA3	non_indicated
AK055419	MEST	non_indicated
BC035072	STEAP4	non_indicated
BC035072	DPY19L2	non_indicated
BC035072	HGF	non_indicated
BC035072	AK096580	non_indicated
hCT2271611	AL833948	non_indicated
AKR1C1	AK095239	non_indicated
AK093976	C14orf45	non_indicated
AK093976	HSS00291525	non_indicated
BC010527	C1orf198	non_indicated
ZC3H12D	CD72	non_indicated
HSS00004048	AK000451	non_indicated
AL833334	BAIAP2L1	non_indicated
AL833334	AL359605	non_indicated
HSS00221846	ELAVL2	non_indicated
HSS00221846	BC021960	non_indicated
HSS00221846	BC017944	non_indicated
HSS00221846	AF003737	non_indicated
hCT1833306.1	ACTG1	non_indicated
hCT1833306.1	CLU	non_indicated
hCT1833306.1	PSAP	non_indicated
hCT1833306.1	PDLIM1	non_indicated
hCT1641765.2	RPL7A	non_indicated
hCT1641765.2	ID3	non_indicated
ESCO2	KIF15	non_indicated
AL832146	AK022264	non_indicated
AL832146	AK022320	non_indicated
AL832146	C9orf62	non_indicated
AL832146	XM_212535	non_indicated
AL832146	AK022072	non_indicated
HSS00169123	SNORA68	non_indicated
HSS00169123	AK055878	non_indicated
HSS00169123	NM_138470	non_indicated
HSS00169123	BC014346	non_indicated
HSS00169123	AL832562	non_indicated
HSS00169123	AL833225	non_indicated
HSS00169123	BC020903	non_indicated
HSS00156013	STON1	non_indicated
HSS00388272	NCRNA00118	non_indicated
AK022204	AK022086	non_indicated
AF086394	RHBDL2	non_indicated
HSS00063096	SLC11A2	non_indicated
PITPNA	U17626	non_indicated
PITPNA	BRD4	non_indicated
AL834353	AF086538	non_indicated
AL834353	AK090724	non_indicated
AL834353	HSS00063568	non_indicated
HSS00138675	HSS00087643	non_indicated
HSS00138675	S50182	non_indicated
hCT13621.2	HSS00292356	non_indicated
HSS00209459	HSS0589063.1_rc	non_indicated
PIK3CA	APOB	non_indicated
PIK3CA	PIK3CA	non_indicated
hCT1641192.3	C3orf52	non_indicated
hCT1641192.3	hCT1826545.2	non_indicated
AL831861	Contig17333_RC	non_indicated
AL831861	CXXC4	non_indicated
HSS00299206	AK024876	non_indicated
HSS00277345	Contig38914_RC	non_indicated
AF085978	U00945	non_indicated
AF085978	BC015363	non_indicated
AK022033	PDIA2	non_indicated
AK022033	HSS00008674	non_indicated
CLEC4GP1	LMO1	non_indicated
ARHGAP19	ENST00000282413	non_indicated
ARHGAP19	RSE_00000815403	non_indicated
ARHGAP19	hCT1639929.3	non_indicated
ARHGAP19	hCT12259.3	non_indicated
ARHGAP19	hCT1642022.1	non_indicated
ARHGAP19	hCT1957853.1	non_indicated
ARHGAP19	RPL12P1	non_indicated
AF244571	Contig15164_RC	non_indicated
AL049327	AL049278	non_indicated
AL049327	AK055878	non_indicated
AL049327	AF085997	non_indicated
AL049327	HSS00013546	non_indicated
hCT1779708.1	LFNG	non_indicated
hCT1779708.1	MARCKS	non_indicated
hCT1779708.1	HIC1	non_indicated
HSS00142930	ZC3H6	non_indicated
HSS00142930	NOVA1	non_indicated
HSS00142930	CNGA1	non_indicated
HSS00142930	HSS00286167	non_indicated
hCT1971183.1	BC033530	non_indicated
AK025659	Contig21478_RC	non_indicated
AK025659	AF147417	non_indicated
AK025659	AK057196	non_indicated
RASGRF2	BC023610	non_indicated
hCT1970927.1	LPGAT1	non_indicated
hCT1970927.1	AL390163	non_indicated
AK021749	AK024099	non_indicated
AK091917	Contig39152_RC	non_indicated
AK091917	Contig56619	non_indicated
AK091917	ECEL1P2	non_indicated
HSS00100401	ESRRG	non_indicated
AK091766	TBX5	non_indicated
SEMA5B	SLC6A1	non_indicated
AK094967	Contig32379_RC	non_indicated
AK094967	AK024877	non_indicated
AK094967	AK021709	non_indicated
AK094967	AK056901	non_indicated
AK094967	AK055369	non_indicated
AK094967	ATM	non_indicated
AK094967	TMBIM4	non_indicated
AK094967	HSS00330838	non_indicated
AK094967	AF075069	non_indicated
AK094967	POLR1A	non_indicated
AK094967	HERC2	non_indicated
AK094967	AL162043	non_indicated
AK094967	hCT1769654	non_indicated
AK094967	RPRD1A	non_indicated
C1orf203	Contig11097_RC	non_indicated
C1orf203	Contig34380_RC	non_indicated
C1orf203	FDFT1	non_indicated
C1orf203	RP11-262H14.4	non_indicated
C1orf203	ATF3	non_indicated
C1orf203	Contig10434_RC	non_indicated
C1orf203	AK055014	non_indicated
C1orf203	AF085900	non_indicated
C1orf203	AK027219	non_indicated
C1orf203	KIF24	non_indicated
C1orf203	NM_178531	non_indicated
C1orf203	NANOG	non_indicated
C1orf203	BC017920	non_indicated
C1orf203	AK093967	non_indicated
C1orf203	AK022236	non_indicated
C1orf203	HSS00062845	non_indicated
C1orf203	AK074510	non_indicated
C1orf203	AK023774	non_indicated
C1orf203	WASH3P	non_indicated
C1orf203	FAM36A	non_indicated
C1orf203	D83543	non_indicated
C1orf203	AL110130	non_indicated
C1orf203	BC010113	non_indicated
XM_065366	PIP5K1B	non_indicated
XM_065366	BHLHB4	non_indicated
XM_065366	MRGPRE	non_indicated
SCAND2	AL137524	non_indicated
AK092482	HSS00334666	non_indicated
AK096407	hCT1686568.2	non_indicated
HSS00264525	Contig46789_RC	non_indicated
HSS00264525	AF038199	non_indicated
HSS00264525	IREB2	non_indicated
HSS00264525	Contig55234_RC	non_indicated
HSS00264525	HERC4	non_indicated
HSS00264525	NHLRC2	non_indicated
HSS00264525	PPM1B	non_indicated
HSS00264525	AK025271	non_indicated
HSS00264525	HSS00041439	non_indicated
HSS00264525	AK000106	non_indicated
BC039332	GCLM	non_indicated
BC039332	PRRG1	non_indicated
BC039332	GGT7	non_indicated
BC039332	CPEB4	non_indicated
AF086196	STAB2	non_indicated
AF086196	AK095500	non_indicated
AF086196	VCX3B	non_indicated
CYorf15A	PRKY	non_indicated
CYorf15A	hCT2271985	non_indicated
OR7E47P	CRTAC1	non_indicated
OR7E47P	C1orf68	non_indicated
OR7E47P	TSPAN17	non_indicated
OR7E47P	LRRC15	non_indicated
OR7E47P	AL049312	non_indicated
OR7E47P	TLE2	non_indicated
OR7E47P	HBBP1	non_indicated
OR7E47P	hCT1686568.2	non_indicated
OR7E47P	KRTAP9-8	non_indicated
HSS00083171	AK022117	non_indicated
AL833045	AF131772	non_indicated
AL833045	Contig20749_RC	non_indicated
AL833045	Contig15261_RC	non_indicated
AL833045	MCTP2	non_indicated
AL833045	AL390150	non_indicated
AL833045	AF088018	non_indicated
AL833045	XM_212102	non_indicated
hCT7694.2	SERPINH1	non_indicated
hCT7694.2	hCT1968913.1	non_indicated
AK092134	HOXD4	non_indicated
OOEP	DDX43	non_indicated
HSS00020194	ATP2B1	non_indicated
HSS00020194	VPS13D	non_indicated
HSS00020194	HSS00046190	non_indicated
HSS00020194	HSS00143566	non_indicated
AL122039	REL	non_indicated
AL122039	PDE7A	non_indicated
AL122039	hCT2325699	non_indicated
AF086232	AK022061	non_indicated
AF086232	AK025360	non_indicated
AF086232	hCT1970539.1	non_indicated
AF086232	BC020903	non_indicated
AF086232	AW385677	non_indicated
hCT31002.2	ENST00000301505	non_indicated
hCT31002.2	hCT1643494.2	non_indicated
AK095500	SVIL	non_indicated
HSS00061138	AL137535	non_indicated
HSS00061138	HSS00020850	non_indicated
hCT2283800	RARRES2	non_indicated
HSS00178529	LRRC37A	non_indicated
HSS00178529	MAPK8IP1	non_indicated
HSS00178529	HSS00009365	non_indicated
HSS00178529	AF088058	non_indicated
HSS00178529	SH3GLP1	non_indicated
hCT29609.2	RPS2	non_indicated
hCT29609.2	hCT10059.2	non_indicated
HSS00062964	HIST1H2AA	non_indicated
C13orf36	ITLN1	non_indicated
C13orf36	DIAPH3	non_indicated
C13orf36	SLC39A8	non_indicated
C13orf36	CFC1	non_indicated
C13orf36	AK054741	non_indicated
C13orf36	GREM2	non_indicated
C13orf36	VAT1L	non_indicated
C13orf36	NPFFR2	non_indicated
C13orf36	PRR15	non_indicated
C13orf36	SYT4	non_indicated
C13orf36	OR4M1	non_indicated
C13orf36	DPP4	non_indicated
C13orf36	CA389076	non_indicated
hCT1643705.4	GLUL	non_indicated
hCT9166.3	XM_087349	non_indicated
hCT9166.3	hCT2302266	non_indicated
hCT2302734	SPTA1	non_indicated
hCT2302734	BANK1	non_indicated
hCT2302734	NM_173667	non_indicated
hCT2302734	FNDC3B	non_indicated
hCT2302734	AK092571	non_indicated
hCT2302734	hCT1970544.1	non_indicated
hCT2302734	AL117656	non_indicated
hCT6953.1	TCTEX1D2	non_indicated
HSS00330149	Contig42962_RC	non_indicated
HSS00330149	PSMA8	non_indicated
HSS00330149	HSS00074747	non_indicated
AK000019	RHOBTB1	non_indicated
hCT2329009	RPS8	non_indicated
hCT2329009	hCT2306170	non_indicated
AL050040	PTPN20B	non_indicated
PLAC9	COX7A1	non_indicated
hCT1639914.3	RPS13	non_indicated
AF070647	WASH3P	non_indicated
AF070647	AK054865	non_indicated
AF070647	HSS00048903	non_indicated
AF075069	Contig36728_RC	non_indicated
AF075069	NM_138474	non_indicated
BC039450	Contig52960_RC	non_indicated
BC039450	Contig36931_RC	non_indicated
BC039450	RASEF	non_indicated
BC039450	PLEK2	non_indicated
BC039450	HHIP	non_indicated
BC039450	KCTD8	non_indicated
BC039450	MORN4	non_indicated
BC039450	CCDC74A	non_indicated
BC039450	CCDC74B	non_indicated
AK026679	S100P	non_indicated
AK026679	KRT23	non_indicated
AK026679	EMR3	non_indicated
hCT29540.1	KCND3	non_indicated
hCT29540.1	hCT1639957.1	non_indicated
AK025332	AK024556	non_indicated
AK025332	HSS00337177	non_indicated
hCT2300093	hCT12597.3	non_indicated
HSS00257509	hCT10395.1	non_indicated
HSS00119155	PHACTR2	non_indicated
BC022384	RPS4Y1	non_indicated
BC022384	PRKY	non_indicated
hCT1833679.2	TCEA3	non_indicated
hCT2325330	SAT1	non_indicated
C1orf133	SERTAD4	non_indicated
XM_069271	PPIC	non_indicated
XM_069271	GABARAPL2	non_indicated
XM_069271	AK3L1	non_indicated
XM_069271	MAP2K1	RASopathy_gene
XM_069271	NM_016275	non_indicated
XM_069271	GDE1	non_indicated
XM_069271	KDELR2	non_indicated
XM_069271	IL10RB	non_indicated
XM_069271	CD24	non_indicated
XM_069271	FTH1	non_indicated
XM_069271	UBE2NL	non_indicated
XM_069271	PCNA	non_indicated
XM_069271	RALB	non_indicated
XM_069271	XM_116156	non_indicated
AK090404	XM_173221	non_indicated
AK055529	PLCH2	non_indicated
hCT2333386	AK021505	non_indicated
hCT1838320.1	Contig33077	non_indicated
hCT1838320.1	BC022881	non_indicated
RTKN	Contig18967_RC	non_indicated
RTKN	Contig37142_RC	non_indicated
RTKN	Contig13594_RC	non_indicated
RTKN	AK023752	non_indicated
RTKN	AL832562	non_indicated
AL109784	AS3MT	non_indicated
AL109784	Contig35522_RC	non_indicated
AL109784	Contig40549_RC	non_indicated
AL109784	Contig19324_RC	non_indicated
AL109784	Contig13822_RC	non_indicated
AL109784	HSS00093042	non_indicated
AL109784	AL833435	non_indicated
AL109784	HSS00183996	non_indicated
HSS00092526	ANO3	non_indicated
HSS00092526	ZNF91	non_indicated
PAFAH1B1	AK057988	non_indicated
PAFAH1B1	AK026820	non_indicated
PAFAH1B1	AL137494	non_indicated
PAFAH1B1	NM_138470	non_indicated
PAFAH1B1	NM_018038	non_indicated
PAFAH1B1	RFWD3	non_indicated
PAFAH1B1	AK024690	non_indicated
PAFAH1B1	BC017944	non_indicated
PAFAH1B1	X83300	non_indicated
BC032027	Contig24066_RC	non_indicated
XM_087349	hCT2268587	non_indicated
XM_087349	hCT1641550.2	non_indicated
XM_087349	hCT2331083	non_indicated
hCT1642552.2	hCT2289083	non_indicated
AK026079	KCNJ15	non_indicated
WASH3P	AF085998	non_indicated
hCT2275241	Contig43703_RC	non_indicated
hCT2325699	AL353951	non_indicated
hCT2289034	PTMA	non_indicated
AK021887	SUCNR1	non_indicated
HSS00376035	UBXN10	non_indicated
XM_172616	MEIS1	non_indicated
XM_172616	LRRC16A	non_indicated
XM_172616	PROSC	non_indicated
HSS00264338	MBTD1	non_indicated
HSS00264338	CEP110	non_indicated
HSS00264338	WDR17	non_indicated
HSS00264338	KIF15	non_indicated
HSS00264338	HSS00305410	non_indicated
HSS00264338	AK096536	non_indicated
HSS00264338	ALS2CR8	non_indicated
HSS00264338	HSS00067123	non_indicated
HSS00264338	HSS00082776	non_indicated
hCT1639929.3	RSE_00000869296	non_indicated
hCT1639929.3	hCT1830597.2	non_indicated
hCT1639929.3	hCT13570.3	non_indicated
XM_210215	PRSS12	non_indicated
XM_210215	ENST00000271429	non_indicated
XM_210215	hCT1640337.3	non_indicated
XM_210215	hCT1971185.1	non_indicated
XM_210215	hCT11192.2	non_indicated
AK024516	REL	non_indicated
AK024516	AK024517	non_indicated
AK024516	AL050027	non_indicated
AK024516	AKAP11	non_indicated
AK024516	hCT2321846	non_indicated
hCT1643040.1	ENST00000238047	non_indicated
hCT1643040.1	ARHGAP21	non_indicated
hCT1643040.1	hCT2330739	non_indicated
hCT1643040.1	hCT18544.2	non_indicated
hCT1643040.1	hCT1643494.2	non_indicated
hCT1643040.1	hCT1640580.1	non_indicated
hCT1643040.1	hCT1643790.2	non_indicated
HSS00252834	GAS7	non_indicated
HSS00252834	LRRC4C	non_indicated
HSS00252834	SPSB4	non_indicated
HSS00252834	TPP1	non_indicated
HSS00252834	ALK	non_indicated
HSS00252834	CCL18	non_indicated
HSS00252834	SLC24A4	non_indicated
HSS00252834	AK097116	non_indicated
XM_210319	DRD5	non_indicated
HSS00031488	AF038190	non_indicated
HSS00031488	AL162042	non_indicated
C21orf62	SOSTDC1	non_indicated
hCT1821338.2	IGLJ3	non_indicated
hCT1821338.2	AF001792	non_indicated
DNAJC7	Contig20953_RC	non_indicated
DNAJC7	Contig46597_RC	non_indicated
DNAJC7	Contig41384_RC	non_indicated
DNAJC7	BCOR	non_indicated
DNAJC7	NM_024846	non_indicated
DNAJC7	DTWD2	non_indicated
DNAJC7	AF070647	non_indicated
DNAJC7	AK023793	non_indicated
AF090093	SLC25A27	non_indicated
AF090093	Contig40015_RC	non_indicated
AF090093	PIK3C2A	non_indicated
AF090093	Contig37978_RC	non_indicated
AF090093	MON2	non_indicated
AF090093	USP45	non_indicated
AF090093	Contig25228_RC	non_indicated
AF090093	SPARCL1	non_indicated
AF090093	Contig25810_RC	non_indicated
AF090093	ATP8A1	non_indicated
AF090093	SFRS18	non_indicated
AF090093	GSR	non_indicated
AF090093	ZNF280D	non_indicated
AF090093	TIA1	non_indicated
AL832280	BX492960	non_indicated
AL110203	Contig34043_RC	non_indicated
AL110203	AF085888	non_indicated
HSS00130838	Contig22423_RC	non_indicated
HSS00181144	hCT1846674.1	non_indicated
AB062477	AK021812	non_indicated
hCT31247.3	DDT	non_indicated
hCT31247.3	GSTT1	non_indicated
XM_060828	ENST00000280926	non_indicated
XM_060828	hCT401214.2	non_indicated
HSS00009365	Contig41852	non_indicated
HSS00009365	Contig15012_RC	non_indicated
HSS00009365	MAPK8IP1	non_indicated
HSS00009365	AF088058	non_indicated
HSS00126797	FAM162B	non_indicated
HSS00126797	AL110201	non_indicated
