source	interaction_type	target
ATG2A	bn	IQCE
ATG2A	bn	SRGAP2
ATG2A	bn	TIGD3
CLIC5	bn	IGFBP3
CLIC5	bn	CFH
USP12	bn	RGCC
USP12	bn	PGM2L1
NEK1	bn	CSPP1
HAUS7	bn	LRRC27
HAUS7	bn	CES2
HAUS7	bn	FOXP4
CDKN1C	bn	LYNX1
CDKN1C	bn	LOC200772
ABCA5	bn	DNASE2
ST3GAL6	bn	DCBLD2
ST3GAL6	bn	CC2D2B
ATP5C1	bn	DBI
ATP5C1	bn	NDUFA4
ATP5C1	bn	DNAJC15
ATP5C1	bn	RWDD1
ATP5C1	bn	RPS27L
N4BP2L1	bn	PQLC3
CHN2	bn	AGPS
ATAD2B	bn	WDR44
ATAD2B	bn	ZCCHC9
PHLPP2	bn	SFMBT2
RHEB	bn	LOC389831
CLIC2	bn	CTNNAL1
IQGAP1	bn	TNPO3
KCTD7	bn	TAMM41
VAMP4	bn	C10orf137
VAMP4	bn	GXYLT1
VAMP4	bn	DCLRE1C
PPWD1	bn	SLC15A2
PPWD1	bn	MLF1IP
MAP2K2	bn	FAM166A
USP32P2	bn	USP6
USP32P2	bn	SGMS1
SLC16A3	bn	TBKBP1
SLC16A3	bn	SERPINA1
SLC16A3	bn	MRVI1-AS1
CD3D	bn	CD2
CD3D	bn	CD8B
CD3D	bn	CDC42EP4
CD3D	bn	BEX2
HSD17B8	bn	POLR1E
GLCE	bn	ANXA4
RNASE6	bn	FMO5
ATP6V0E2	bn	NLE1
B3GNTL1	bn	TMEM88
SRRD	bn	TFIP11
LPCAT3	bn	ANKS6
METTL3	bn	NPIPL3
METTL3	bn	RRN3P1
METTL3	bn	PDCD5
METTL3	bn	NDUFB4
MARS	bn	SDCCAG8
MARS	bn	RPL32P3
MARS	bn	EIF2C1
PMS1	bn	ATR
PMS1	bn	MRPS31
PMS1	bn	SLC25A16
PMS1	bn	FASTKD1
FAM69A	bn	TPD52
ZMYM6	bn	ILF2
C12orf29	bn	CCNG1
C12orf29	bn	DIMT1
LINC00342	bn	LOC100506392
LINC00342	bn	PAN2
LINC00342	bn	SDCCAG3
LINC00342	bn	SNAPC3
LINC00342	bn	CEP95
LINC00342	bn	LOC100506233
LINC00342	bn	LRRC69
SECTM1	bn	ICAM1
SECTM1	bn	CASP5
GOLGA8IP	bn	YES1
CCNT2	bn	BCLAF1
CCNT2	bn	MON2
CCNT2	bn	ATG12
CCNT2	bn	NEMF
CCNT2	bn	C1orf27
ZNF638	bn	ITPR2
ZNF638	bn	LINC00597
ZNF638	bn	PNISR
ZNF638	bn	ABCA5
ZNF638	bn	CWC22
RSAD2	bn	IFI44L
RSAD2	bn	LAP3
RSAD2	bn	OAS3
RSAD2	bn	RTP4
RSAD2	bn	HERC5
RSAD2	bn	CMPK2
AKIRIN2-AS1	bn	AKIRIN2
OLIG2	bn	PRSS33
OLIG2	bn	CACNG6
OLIG2	bn	SLC29A1
OLIG2	bn	PTGDR2
MRPS12	bn	NDUFS7
MRPS12	bn	MRPS25
MRPS12	bn	CISD3
DUSP7	bn	POU2F2
DUSP7	bn	C5orf20
DUSP7	bn	RGS12
PPP2R2B	bn	GFI1
DNAJC24	bn	ZNF846
DNAJC24	bn	WDR43
DNAJC24	bn	IMMP1L
DNAJC24	bn	PRKAG2-AS1
DNAJC24	bn	ZNF720
DNAJC24	bn	ZNF284
C6orf108	bn	PIK3CB
MYBL1	bn	PHLDB2
NKG7	bn	PAK6
NKG7	bn	CCL5
NKG7	bn	PRSS23
NKG7	bn	GZMM
NKG7	bn	GZMH
NKG7	bn	FGFBP2
ZNF20	bn	OSGIN2
ZNF20	bn	ABL2
RAP2B	bn	ARSB
ATG12	bn	TRIM24
RUFY3	bn	TMEM39A
RPS7	bn	RPS3A
RPS7	bn	LOC100652821
NUP210	bn	ARHGEF9
NUP210	bn	8-Sep
ALOX5	bn	LOC388387
ALOX5	bn	PDK3
ALOX5	bn	DYSF
ALOX5	bn	HRH2
ALOX5	bn	FAM160A2
CD6	bn	ZAP70
CD6	bn	C9orf117
CD6	bn	LOC389906
CD6	bn	WDR54
CD6	bn	CD5
CD6	bn	LMF1
C10orf95	bn	IL11RA
C10orf95	bn	LOC100505761
C10orf95	bn	MPHOSPH9
C10orf95	bn	PLXDC1
C10orf95	bn	DNAI2
C10orf95	bn	LSG1
C10orf95	bn	ANKRD23
DDX17	bn	ZNF430
DDX17	bn	PRR14L
DDX17	bn	MALAT1
YIPF4	bn	UBE2B
YIPF4	bn	FPR2
YIPF4	bn	CHMP1B
DHX34	bn	PTGES
DHX34	bn	KDM4B
DHX34	bn	ARAP3
DHX34	bn	FAM71F2
TDRD3	bn	TXNDC15
TDRD3	bn	FAM120C
TDRD3	bn	ZNF786
CRYBG3	bn	DST
MCL1	bn	ZNF200
MCL1	bn	PURB
NSUN5P1	bn	GABBR1
NSUN5P1	bn	NSUN5P2
NSUN5P1	bn	GNB2L1
NOP14-AS1	bn	SF3A3
NOP14-AS1	bn	PPP1R13B
SRSF7	bn	SRSF6
SRSF7	bn	DNAJC2
SRSF7	bn	LTV1
SRSF7	bn	ASAH2B
SPTB	bn	ZNF333
SPTB	bn	PLEKHG3
SPTB	bn	EPS15L1
SPTB	bn	ZNF274
ITFG2	bn	EIF5B
ITFG2	bn	MCCC1
CCPG1	bn	PIGB
URI1	bn	KIFAP3
NPFF	bn	ATG7
DNAH17	bn	CASP4
DNAH17	bn	PGS1
FABP3	bn	RUNX1-IT1
FABP3	bn	RAB11FIP3
C21orf2	bn	HEMK1
NOV	bn	FAM19A2
UPF3A	bn	SLC33A1
UPF3A	bn	ADAM1
TSFM	bn	TLR10
MAP4K1	bn	LSS
MAP4K1	bn	ADA
MAP4K1	bn	PTPN7
MAP4K1	bn	ITGB7
MAP4K1	bn	CTC1
MAP4K1	bn	TSEN54
MAP4K1	bn	OSBPL7
MAP4K1	bn	CCDC107
MAP4K1	bn	CPSF1
MATR3	bn	ECHDC1
CTRL	bn	NPFF
CTRL	bn	REC8
CTRL	bn	CALCOCO2
GYPB	bn	FOXO4
NOP2	bn	AARS
NOP2	bn	VARS
NOP2	bn	PPRC1
NOP2	bn	NCDN
NOP2	bn	NOP14
NOP2	bn	CARNS1
MTMR6	bn	PPP3CA
SELENBP1	bn	TFIP11
SELENBP1	bn	MPP1
SELENBP1	bn	SLC4A1
SELENBP1	bn	EPB42
SELENBP1	bn	ACSL6
SELENBP1	bn	ACP1
SELENBP1	bn	UBE2O
SELENBP1	bn	KANK2
SELENBP1	bn	C7orf73
SELENBP1	bn	ARHGEF37
CTSW	bn	PRSS30P
IFI44	bn	RSAD2
IFI44	bn	XAF1
GPR65	bn	CLEC4A
HIST1H2AM	bn	HIST1H3H
FCGR1B	bn	MR1
FCGR1B	bn	MUC1
FCGR1B	bn	FCGR1A
AZU1	bn	SLC2A5
AZU1	bn	PRTN3
KCNG1	bn	KCNIP2
PRF1	bn	SIGLEC17P
CLDN9	bn	ARMC12
TMED7	bn	BZW1
TMED7	bn	HS2ST1
TMED7	bn	CD164
TMED7	bn	RAB10
YLPM1	bn	SMC1A
NOP14	bn	SF3B3
NOP14	bn	NOP14-AS1
NOP14	bn	RANGRF
NOP14	bn	NF2
IGLC1	bn	CYAT1
IGLC1	bn	IGLV1-44
CLK1	bn	MLL3
CLK1	bn	FLJ31306
CLK1	bn	RICTOR
ANKRD36	bn	CCDC7
SMARCA4	bn	GPI
SMARCA4	bn	C9orf174
SMARCA4	bn	APEX2
N4BP2L2	bn	FBXO42
N4BP2L2	bn	HCRP1
RRP15	bn	MAML2
SGSM3	bn	WDR55
SGSM3	bn	C16orf53
YTHDC1	bn	KCNQ1OT1
LOC100505761	bn	ZNF573
LOC100505761	bn	HKR1
DDAH2	bn	INSL3
DDAH2	bn	TOMM40L
APP	bn	LOC100653024
GUSBP3	bn	SMA4
GUSBP3	bn	NAIP
CD163	bn	CPM
CD163	bn	NETO2
CD163	bn	LONP2
CD163	bn	SPTLC2
GRB2	bn	NOTCH2
RC3H1	bn	TOR1AIP2
RC3H1	bn	ELF2
IGHA1	bn	SSPN
FAM153A	bn	FAM153B
EXOSC8	bn	TRAF5
EXOSC8	bn	AKT3
EXOSC8	bn	ZNF248
EXOSC8	bn	SRSF7
EXOSC8	bn	FKBP3
EXOSC8	bn	CAPRIN2
EXOSC8	bn	ZNF559
EXOSC8	bn	CYP2R1
EXOSC8	bn	TMEM161B-AS1
EXOSC8	bn	CWF19L2
TIMM17A	bn	GMNN
LOC100128077	bn	LOC100506190
FLJ11292	bn	RASEF
HLA-DRB1	bn	CD74
GOLGA4	bn	SYNRG
GOLGA4	bn	61E3.4
SEC24D	bn	SLC23A2
ACP1	bn	FGFR1OP2
ACP1	bn	TFDP2
ACP1	bn	TSTA3
SPTAN1	bn	KIF22
SPTAN1	bn	FANCG
SPTAN1	bn	PELP1
APC	bn	MPZL3
MINOS1P1	bn	SMAD4
MINOS1P1	bn	LRRFIP2
AKAP11	bn	TRMT10B
NKTR	bn	HP1BP3
IGLV1-44	bn	IGHA1
GGCT	bn	DHFR
GGCT	bn	FAM118B
STOML2	bn	SLC25A38
STOML2	bn	NEIL2
GSPT1	bn	KRT1
GSPT1	bn	MKRN1
EIF2B4	bn	GSS
EIF2B4	bn	SCRIB
EIF2B4	bn	TPCN1
EIF2B4	bn	FLYWCH1
EIF2B4	bn	ACAD9
EIF2B4	bn	TMEM173
EIF2B4	bn	GPSM1
EIF2B4	bn	FUK
PTCRA	bn	CETP
PTCRA	bn	DDX11L2
PTCRA	bn	RTN2
FCF1	bn	TTC9C
FCF1	bn	LOC100507495
LTN1	bn	MED13
LTN1	bn	TROVE2
LTN1	bn	CCDC82
LTN1	bn	LOC100506060
LTN1	bn	SRSF1
LTN1	bn	PHKB
LTN1	bn	C4orf29
SH2D3C	bn	SPG11
SH2D3C	bn	JAK2
SH2D3C	bn	SNORD8
SH2D3C	bn	CLTC-IT1
SH2D3C	bn	TMEM165
SH2D3C	bn	CDS2
ASCC2	bn	FRMD4A
ASCC2	bn	MRC2
ATP2B1	bn	PMAIP1
ATP2B1	bn	PHF17
MPHOSPH9	bn	AFG3L1P
MPHOSPH9	bn	UBE2G2
MPHOSPH9	bn	LRRC25
MPHOSPH9	bn	IKBKAP
MPHOSPH9	bn	ITFG2
MPHOSPH9	bn	ANKRD36
MPHOSPH9	bn	NUP43
MPHOSPH9	bn	SNHG12
MPHOSPH9	bn	DGKE
MPHOSPH9	bn	WDR4
GSTA1	bn	GSTA4
GSTA1	bn	ZCCHC18
ALPL	bn	FLJ39051
DNAJC11	bn	GALT
DNAJC11	bn	MED24
DNAJC11	bn	ZNF496
LOC653562	bn	NPRL3
LOC653562	bn	UBXN6
LOC653562	bn	C19orf77
SNRNP40	bn	BCL2L2-PABPN1
SNRNP40	bn	ELAVL1
SNRNP40	bn	DNAJC7
SNRNP40	bn	MAPRE2
SNRNP40	bn	ZMYM6
SNRNP40	bn	HNRNPL
PSD4	bn	WWP2
PSD4	bn	ABHD4
PSD4	bn	TTC5
GK3P	bn	LOC541471
DOM3Z	bn	CCHCR1
FYN	bn	HEG1
FYN	bn	GAR1
HCRP1	bn	LOC100506710
HCRP1	bn	LOC220729
HCRP1	bn	AFF4
TRDV3	bn	KLRC1
DKC1	bn	IBA57
TCEA1	bn	CREBL2
TCEA1	bn	DCK
TCEA1	bn	FUT8
TCEA1	bn	ATG14
TCEA1	bn	MSMO1
TCEA1	bn	RAP2A
TCEA1	bn	LNX2
TCEA1	bn	GPATCH2
GCFC2	bn	HSPB11
GCFC2	bn	ZNF813
GCFC2	bn	PDCD5
GCFC2	bn	IMMP1L
TNXA	bn	CYP21A2
ANKRD12	bn	KIAA1009
ANKRD12	bn	BAX
ANKRD12	bn	ATG12
ANKRD12	bn	APOLD1
ANKRD12	bn	KIAA1731
ANKRD12	bn	ACRC
AKR1C1	bn	AKR1C2
FARSA	bn	ECHS1
FARSA	bn	BYSL
FARSA	bn	RANGAP1
FARSA	bn	OTUB2
FARSA	bn	GEMIN8
FARSA	bn	CENPN
FARSA	bn	SH3TC1
KIR3DL3	bn	KIR2DS3
KIR3DL3	bn	KIR2DS1
PYHIN1	bn	MIAT
TARP	bn	KLRG1
TAL1	bn	CYP21A2
TAL1	bn	TNXA
FCGR1A	bn	CD274
RPAIN	bn	LOC100506733
RPAIN	bn	ARL2BP
RPAIN	bn	C1QBP
RPAIN	bn	CCDC115
FASTKD2	bn	UMPS
IGH@	bn	IGHA1
DIMT1	bn	GTF3C4
TRAT1	bn	PGAP1
ZNF259	bn	ICMT
ZNF259	bn	NDUFA12
EZR	bn	OMG
EZR	bn	STIP1
EZR	bn	ADSS
EZR	bn	SLC35B4
IGLL5	bn	IGLJ3
IGLL5	bn	CKAP2
MYL4	bn	HBM
ENO1	bn	LRRC28
LOC100130100	bn	IGHG1
LOC100130100	bn	IGHV3-48
LOC100130100	bn	LOC100287723
LOC100130100	bn	ITM2C
LOC100130100	bn	IGK@
KYNU	bn	CD36
HLA-DMA	bn	HLA-DMB
HLA-DMA	bn	HLA-DRA
HLA-DMA	bn	HLA-DRB1
LOC100287723	bn	LOC642838
LOC100287723	bn	IGLL3P
LOC100287723	bn	BMP8B
PTENP1	bn	NFIL3
PTENP1	bn	ZNF516
PTENP1	bn	PTEN
PTENP1	bn	HDGFRP3
PTENP1	bn	UBXN2B
PTENP1	bn	CTBS
PTENP1	bn	CYB5R4
PTENP1	bn	NRBF2
PTENP1	bn	IGF1R
PTENP1	bn	RNF144B
HAL	bn	FAM223A
HAL	bn	CHKA
HAL	bn	APOBEC3A
HAL	bn	GNAL
HAL	bn	BEAN1
HAL	bn	GDPD3
HAL	bn	C12orf35
HAL	bn	ZXDC
HAL	bn	STX3
HAL	bn	RNF130
HAL	bn	LOC100507006
HAL	bn	HEY1
NFATC2IP	bn	GSDMB
NFATC2IP	bn	LOC100507110
NFATC2IP	bn	SLC35D2
NFATC2IP	bn	KIAA1919
ZNF675	bn	ZNF43
SCUBE3	bn	SLC35E2
ZNF573	bn	ZNF286A
ZNF573	bn	TIAM2
ZNF573	bn	ZNF264
ZNF573	bn	GOLGA2P5
ZNF573	bn	ZNF141
ZNF573	bn	GOSR2
ZNF573	bn	ZNF512B
SOS2	bn	RTN4
SOS2	bn	METTL20
SOS2	bn	GNAQ
SOS2	bn	ZNF281
SOS2	bn	NUPL1
SEC14L1P1	bn	PPP1R3E
DSERG1	bn	ARHGEF26
FUT7	bn	ZNF787
SERBP1	bn	UBE2V2
AES	bn	POLD2
AES	bn	SIGMAR1
AES	bn	APRT
AES	bn	MRPS18B
AES	bn	HN1L
AES	bn	HSD17B8
AES	bn	ICAM2
AES	bn	TKTL1
AES	bn	PIH1D1
AES	bn	THYN1
AES	bn	FAM162A
AES	bn	BCAS4
AES	bn	GLTSCR2
EIF2AK1	bn	AIMP2
EIF2AK1	bn	MICALCL
TMEM30A	bn	RGS18
TMEM30A	bn	ZSWIM6
NAA50	bn	LRRC57
ADIPOR1	bn	EIF1B
ADIPOR1	bn	PPM1A
ADIPOR1	bn	STRADB
DDX56	bn	ITPA
DDX56	bn	SARM1
DDX56	bn	MUM1
DDX56	bn	FLJ42627
DDX56	bn	SSBP4
DDX56	bn	PGAP3
TRIM44	bn	APOL3
NDUFA4	bn	UQCRQ
NDUFA4	bn	ABCG1
NDUFA4	bn	KIAA0391
NDUFA4	bn	C14orf2
PNRC2	bn	PRKRIR
PNRC2	bn	TRIM37
PNRC2	bn	CBR4
PNRC2	bn	BTBD1
PNRC2	bn	ZNF627
PNRC2	bn	LOC729020
PNRC2	bn	CBLL1
PNRC2	bn	C14orf28
NUCKS1	bn	SMCR7L
GOLPH3	bn	CTSC
GOLPH3	bn	WDR20
BZW2	bn	CRTC3
CCDC47	bn	DLD
CCDC47	bn	RCHY1
PCNP	bn	SPIN4
SPG21	bn	GLTP
NSFL1C	bn	SYTL3
EVL	bn	CARD11
EVL	bn	MLLT3
EVL	bn	PEX3
EVL	bn	ENOSF1
EVL	bn	CACNB2
EVL	bn	NUP210
EVL	bn	RASA3
EVL	bn	ZNF783
PPA1	bn	PRIM1
TNS3	bn	CYFIP1
CMPK1	bn	PPP1CC
CMPK1	bn	KIF2A
CMPK1	bn	CDK8
CMPK1	bn	CCNG1
CMPK1	bn	ZFAND1
CMPK1	bn	PLEKHA3
CMPK1	bn	BCAP29
MIF	bn	LOC284889
MIF	bn	NBL1
MIF	bn	TMEM147
MIF	bn	NDUFB11
MIF	bn	ALKBH7
CAB39	bn	IVNS1ABP
CAB39	bn	FNDC3B
MMADHC	bn	HBXIP
MMADHC	bn	ME2
MMADHC	bn	FEM1C
MMADHC	bn	EIF4E3
NAT10	bn	UBAP2
FXYD6	bn	SLC24A4
FXYD6	bn	ST14
FXYD6	bn	CD68
FXYD6	bn	CD300C
FXYD6	bn	VENTX
FXYD6	bn	CCDC149
IARS2	bn	DDX10
TPCN1	bn	PPFIBP2
LAP3	bn	C2
LAP3	bn	RTP4
UQCC	bn	GALNT6
MRPS35	bn	METAP2
MRPS35	bn	PET117
BTBD1	bn	RAB28
NOSIP	bn	C2orf40
NOSIP	bn	SELM
PHF3	bn	CDC5L
BCL2L13	bn	EIF1
BCL2L13	bn	GNA12
ENOPH1	bn	C15orf40
ENOPH1	bn	SLC39A8
ENOPH1	bn	C12orf32
C11orf2	bn	NDUFV1
C11orf2	bn	SORBS3
C11orf2	bn	ABHD14A
C11orf2	bn	ATP2B4
C11orf2	bn	WDR74
C11orf2	bn	TEF
C11orf2	bn	C16orf13
C11orf2	bn	TAF9B
DYNC1LI1	bn	C15orf29
TSPAN13	bn	CD200
TSPAN13	bn	STAP1
BAZ1A	bn	FYB
BAZ1A	bn	SBF2
CCNB1IP1	bn	ZFP82
CCNB1IP1	bn	TP53TG1
MRPS2	bn	ALG3
MRPS2	bn	C12orf45
FKBP3	bn	KNTC1
FKBP3	bn	CLIC5
FKBP3	bn	ANKRD36B
FKBP3	bn	TBCK
FKBP3	bn	LOC285628
FKBP3	bn	ZNF226
FKBP3	bn	SETDB2
FKBP3	bn	ZNF600
ZNF22	bn	ERH
ZNF22	bn	CD48
ZNF22	bn	NDUFAF4
ZNF22	bn	SFR1
TSPYL2	bn	DCHS1
TSPYL2	bn	RAB40B
PDXK	bn	TMEM38A
ECI2	bn	LINC00094
ECI2	bn	GORASP2
ECI2	bn	TMEM203
ECI2	bn	ZNF77
ECI2	bn	ZNF764
CCDC56	bn	ATP5G2
CCDC56	bn	MRPS18A
FOXN3	bn	WRNIP1
FIS1	bn	WDR59
FIS1	bn	FUNDC2
FIS1	bn	C15orf63
FIS1	bn	TRAPPC5
COPS4	bn	GLRX3
COPS4	bn	PSMD14
COPS4	bn	OLA1
PTMS	bn	CTDSP2
PTMS	bn	ARF1
PTMS	bn	CHMP4B
LOC100506980	bn	CKS2
UFM1	bn	CLDND1
UFM1	bn	PRPF4B
UFM1	bn	ZBTB1
UFM1	bn	MAPK1IP1L
UFM1	bn	C14orf126
ATP13A1	bn	SCAMP3
ATP13A1	bn	LONP1
ATP13A1	bn	MEGF8
ATP13A1	bn	HEATR7A
ATP13A1	bn	RRN3P3
PRPF40A	bn	GDAP2
PRPF40A	bn	MYNN
PRPF40A	bn	ZNF518A
C16orf57	bn	ADM
C16orf57	bn	LIMK2
C16orf57	bn	AIG1
DCTPP1	bn	C12orf52
ARHGAP17	bn	IDH3A
ZDHHC3	bn	PGD
ZDHHC3	bn	TMEM180
FAF1	bn	LOC728903
UBP1	bn	CEP104
UBP1	bn	ZNF664
C20orf4	bn	COX10
C20orf4	bn	GORASP2
C20orf4	bn	MAP2K5
C20orf4	bn	RPL28
C20orf4	bn	SLC29A3
C20orf4	bn	SEPN1
AGFG1	bn	ACPL2
AGFG1	bn	ST6GALNAC3
AGPAT5	bn	ZNF318
AGPAT5	bn	RFC3
AGPAT5	bn	TMEM19
ARFGEF2	bn	HDAC9
ARFGEF2	bn	MAPK6
ARFGEF2	bn	BORA
ARFGEF2	bn	ACADSB
ARFGEF2	bn	QSER1
ARFGEF2	bn	FAM126A
NDUFC2	bn	DCTD
TEX10	bn	ALG8
MRPL4	bn	INTS5
MRPS34	bn	IMP4
MRPS34	bn	MRPS12
MRPS34	bn	HDHD3
MRPS34	bn	DPP7
MRPS34	bn	PNKD
MRPS34	bn	LOC645166
MRPS34	bn	NAALADL1
MRPS34	bn	GFER
MRPS34	bn	MBD3
TMEM2	bn	RAB1A
C9orf78	bn	SRSF8
RBX1	bn	IFT52
NIF3L1	bn	TRIAP1
NIF3L1	bn	WDR61
NIF3L1	bn	TRMT5
CENPT	bn	CDK10
CENPT	bn	TUBG2
CENPT	bn	LGALS4
CENPT	bn	C1orf159
CENPT	bn	LOC338799
CENPT	bn	DNHD1
CENPT	bn	ENGASE
HMG20A	bn	GPAM
APPL1	bn	EIF2AK3
APPL1	bn	DHRS4-AS1
NDUFA8	bn	PRDX4
NDUFA8	bn	RPP30
NDUFA8	bn	NDUFS3
CLN6	bn	ZNF8
VPS4B	bn	C11orf54
CHMP1B	bn	EP300
TRAPPC11	bn	LOC100509498
TULP4	bn	GPR180
TULP4	bn	ZBTB39
TULP4	bn	MTDH
TULP4	bn	CREB3L2
TULP4	bn	HMG20A
TULP4	bn	ZNF561
C8orf33	bn	IPO9
C8orf33	bn	C1orf151-NBL1
TIMM13	bn	DHRS4
LMBRD1	bn	YPEL5
LMBRD1	bn	GDPD5
REXO2	bn	CYB5A
REXO2	bn	RFESD
C6orf211	bn	DPM1
C6orf211	bn	CASP3
C6orf211	bn	PDS5B
C6orf211	bn	RHEB
C6orf211	bn	PRPF40A
OSTM1	bn	CHMP2B
SCPEP1	bn	ANXA5
SCPEP1	bn	GPD2
SCPEP1	bn	KCTD12
SCPEP1	bn	TRPS1
LANCL2	bn	B3GALT6
LANCL2	bn	SCFD2
PLEKHO1	bn	RELB
PLEKHO1	bn	RIN1
ECSIT	bn	AP2S1
ECSIT	bn	MIR4800
ECSIT	bn	STOML2
UTP11L	bn	PRDX1
PRKD3	bn	TCEANC
NOL8	bn	MRPL32
NOL8	bn	UHRF2
NOL8	bn	DKFZP434I0714
MEX3C	bn	SGPP1
MEX3C	bn	ZBTB2
MEX3C	bn	SP4
MID1IP1	bn	RHOB
NUP54	bn	TAF2
NUP54	bn	MRS2
NUP54	bn	MRPL30
DDA1	bn	C1orf144
ZBED5	bn	ERCC6L2
DROSHA	bn	PDHA1
DROSHA	bn	PPIP5K1
DROSHA	bn	CDK5RAP1
DROSHA	bn	ZNF224
DROSHA	bn	ZNF512
DROSHA	bn	AAK1
DROSHA	bn	ACAD11
DROSHA	bn	KIAA0141
MRPL24	bn	PHB
MRPL24	bn	NME1
MRPL24	bn	C6orf108
MRPL24	bn	MRPL11
MRPL24	bn	MTFP1
MRPL24	bn	MNF1
MRPL24	bn	NSMCE1
MRPL24	bn	MRPL14
MRPL24	bn	C19orf70
MRPL24	bn	MMAB
MRPL24	bn	POLE4
SAV1	bn	MEST
SMAD3	bn	ZDHHC14
SMAD3	bn	IL28RA
RNPEPL1	bn	RAB3A
RNPEPL1	bn	BOK
RNPEPL1	bn	MED16
KRCC1	bn	CEP135
OSBPL11	bn	VEZF1
OSBPL11	bn	RAPGEF2
OSBPL11	bn	ZNF217
OSBPL11	bn	PPM1D
OSBPL11	bn	MED13L
RSAD1	bn	LOC728613
RSAD1	bn	GUF1
RSAD1	bn	TMEM138
ZSCAN18	bn	TTC9
ZSCAN18	bn	TCTN1
ZSCAN18	bn	BTBD11
GALNT7	bn	KIDINS220
GALNT7	bn	PRDM10
CDK5RAP1	bn	RNF207
CDK5RAP1	bn	POP5
CDK5RAP1	bn	C2CD2
CDK5RAP1	bn	MIR4448
NDUFB11	bn	ATP5D
ACSL5	bn	HIVEP3
COQ4	bn	TMCO4
FAM208B	bn	CNTRL
FAM208B	bn	AKAP9
FAM208B	bn	UTRN
FAM208B	bn	MLLT10
GMNN	bn	TRIM69
METTL17	bn	ABCC10
METTL17	bn	GSDMB
RBM7	bn	RAB14
RBM7	bn	PRDX3
RBM7	bn	FAM96A
LOC728392	bn	SDCCAG8
LOC728392	bn	LOC100130581
LOC728392	bn	NLRP1
LOC728392	bn	FLJ44342
LOC728392	bn	TTC18
USP16	bn	FUBP1
USP16	bn	MIR1304
ACTR6	bn	CHGB
OAS3	bn	OAS2
OAS3	bn	PARP12
OAS3	bn	SPATS2L
OAS3	bn	SIGLEC1
SNX10	bn	YTHDF3
NENF	bn	SNHG9
MBIP	bn	BET1
MBIP	bn	UBXN8
NDE1	bn	TARS
NDE1	bn	JUN
NDE1	bn	SLC22A18
NDE1	bn	CAMK2G
NDE1	bn	SPTB
NDE1	bn	RBM22
NDE1	bn	MYH11
NDE1	bn	C19orf43
RBM26	bn	TRERF1
REV1	bn	SGK494
RPAP1	bn	KIAA1908
TTC4	bn	COX5A
TTC4	bn	HEATR8
C20orf11	bn	YWHAH
C20orf11	bn	SMG7
UFSP2	bn	ITGB1BP1
CAPRIN2	bn	OFD1
CAPRIN2	bn	LOC100129069
HEATR2	bn	EXT2
KLF11	bn	ADCY9
MST4	bn	GLCCI1
ARHGEF3	bn	LRCH3
TRPS1	bn	WASF1
TRPS1	bn	TICAM2
GCFC1	bn	SLC35A1
GCFC1	bn	SREK1
GCFC1	bn	EOGT
GCFC1	bn	NIPAL2
UBE2W	bn	TANK
UBE2W	bn	OSBPL8
LHPP	bn	NDUFAF3
RANGRF	bn	CD320
CD320	bn	FBXO32
UCKL1	bn	FLJ35934
AGGF1	bn	CREM
CEP55	bn	NCAPG
PARP12	bn	LAMP3
CCDC91	bn	ZZZ3
CCDC91	bn	PPID
MAFB	bn	FAM124B
MAFB	bn	KLF4
MAFB	bn	KIAA0930
JMJD4	bn	TRADD
JMJD4	bn	YDJC
C9orf114	bn	IKBKE
C9orf114	bn	ZDHHC16
C9orf114	bn	C17orf101
ANAPC1	bn	BMS1
ANAPC1	bn	TMEM5
ANAPC1	bn	CD96
ANAPC1	bn	PHF10
ANAPC1	bn	RNASEH2B
LRRC40	bn	DLG1
LRRC40	bn	MBNL2
LRRC40	bn	ARFGEF2
LRRC40	bn	ANP32E
LRRC40	bn	TMEM87B
LRRC40	bn	LUC7L2
LRRC40	bn	ZNF706
ABHD4	bn	TMEM164
ABHD4	bn	ZFAT
5-Mar	bn	GNS
5-Mar	bn	LMTK2
POGLUT1	bn	RUFY3
FAM114A2	bn	UBE2G1
LPAR6	bn	PSMA4
LPAR6	bn	NIPSNAP3A
LPAR6	bn	GIMAP2
RINT1	bn	LOC400027
URGCP	bn	PRPF19
URGCP	bn	GEMIN4
URGCP	bn	PLCXD1
URGCP	bn	UBQLN4
LEMD3	bn	ZFR
LEMD3	bn	TLK1
LEMD3	bn	ZBTB11
LEMD3	bn	INSIG2
LEMD3	bn	UBXN4
LEMD3	bn	LTN1
LEMD3	bn	MST4
LEMD3	bn	EDEM3
LEMD3	bn	ARMCX3
LEMD3	bn	EXOC5
LEMD3	bn	WDSUB1
LEMD3	bn	LATS1
LEMD3	bn	C4orf32
TFB2M	bn	WDR12
SDAD1	bn	HSPD1
SDAD1	bn	NUDCD2
TRIT1	bn	DNM1L
ABHD10	bn	IMPAD1
IMPACT	bn	ISOC1
IMPACT	bn	PRKAG2
LOC100130872	bn	FEZ1
LOC100130872	bn	MLC1
LOC100130872	bn	ERBB2
PLEKHF2	bn	C1D
PLEKHF2	bn	PTP4A1
PLEKHF2	bn	PPIP5K2
PLEKHF2	bn	DR1
PLEKHF2	bn	AZIN1
PLEKHF2	bn	NEK7
PLEKHF2	bn	FBXL3
PLEKHF2	bn	GTF2A1
PLEKHF2	bn	SPATA13
PLEKHF2	bn	LYSMD3
PLEKHF2	bn	WHSC1L1
