GeneSymbol.src	GeneSymbol.dst
TFEC	SLA
BCL11B	SLAIN1
FAM30A	SLAMF7
GPR171	SLAMF7
PTPRCAP	SLAMF7
CXCL9	SLAMF8
IL2RG	SLAMF8
IL4I1	SLAMF8
ITGB2	SLAMF8
LYZ	SLAMF8
PTPRCAP	SLAMF8
H2AFZ	SLBP
IMPA1	SLBP
MAD2L1	SLBP
CDH17	SLC10A1
FHL1	SLC11A1
PLAUR	SLC11A1
SIRPA	SLC11A1
ZEB1	SLC11A1
ASB8	SLC11A2
KPNA4	SLC11A2
PECAM1	SLC11A2
CYP7A1	SLC12A1
KMO	SLC12A1
TRPV6	SLC12A1
CAMK2N1	SLC12A2
ELK4	SLC12A3
HYI	SLC12A4
TCF25	SLC12A5
CEP72	SLC12A7
COPB2	SLC12A8
CABP1	SLC13A1
DAZ1	SLC13A1
LEFTY2	SLC13A1
KIR2DS1	SLC13A2
NINJ2	SLC13A2
RGS11	SLC13A3
SYT17	SLC13A3
TMEM51	SLC13A3
CRYBA1	SLC13A4
DAZ1	SLC14A1
IL20RA	SLC14A1
KPNA2	SLC14A1
WSB2	SLC14A1
HYAL3	SLC14A2
TSN	SLC14A2
GATAD2A	SLC15A1
PPARA	SLC15A1
STC2	SLC15A1
EAF2	SLC15A2
C3AR1	SLC15A3
CTSS	SLC15A3
IFI30	SLC15A3
C9orf30	SLC16A1
HMGN4	SLC16A1
RAB26	SLC16A1
POLD4	SLC16A10
ADAM8	SLC16A3
ARPC4	SLC16A3
PLAUR	SLC16A3
TGFBI	SLC16A3
CYBRD1	SLC16A4
LAMA2	SLC16A4
ZNF167	SLC16A4
CACNA1D	SLC16A5
CHAD	SLC16A5
SSH3	SLC16A5
TIMM17A	SLC16A5
ELF5	SLC16A6
ESR1	SLC16A6
GPR116	SLC16A7
IFI16	SLC16A7
RLN2	SLC16A9
LRRC40	SLC17A2
A1CF	SLC17A4
MAP7	SLC17A5
CCDC9	SLC17A6
TMEM35	SLC17A6
TCOF1	SLC17A7
CPA3	SLC18A2
TPSAB1	SLC18A2
APOA2	SLC18A3
IGFBP5	SLC18A3
AF119888	SLC19A1
CITED2	SLC19A1
KCNQ1	SLC19A1
PSMA7	SLC19A1
ESR1	SLC19A2
YWHAZ	SLC19A3
KARS	SLC1A1
MUC1	SLC1A1
RAB31	SLC1A1
SCUBE2	SLC1A1
COX6C	SLC1A2
NCR1	SLC1A2
CD53	SLC1A3
FCGR2A	SLC1A3
FTL	SLC1A3
AKR7A3	SLC1A4
FRMD6	SLC1A5
PSMB4	SLC1A5
NID1	SLC1A6
ANXA13	SLC1A7
DPYSL3	SLC1A7
PLP1	SLC1A7
PROSC	SLC20A2
NM_025164	SLC22A1
PECAM1	SLC22A1
EFS	SLC22A17
IGFBP4	SLC22A17
DUSP13	SLC22A18AS
PHLDA2	SLC22A18AS
COL4A1	SLC22A2
SRGN	SLC22A2
CLIC2	SLC22A3
FUT9	SLC22A3
PNPLA4	SLC22A4
SLC16A3	SLC22A6
BMP2K	SLC22A7
CALM1	SLC22A7
POLR3G	SLC23A2
FRMD8	SLC24A1
LZTFL1	SLC24A1
MYO5C	SLC24A1
TMC4	SLC24A1
GORASP2	SLC24A3
HOXC13	SLC24A3
SPTLC3	SLC24A3
N31716	SLC25A11
HIF1A	SLC25A12
NUP205	SLC25A13
IDH3G	SLC25A14
RBM8A	SLC25A14
SDHC	SLC25A16
SPDEF	SLC25A16
ZNF410	SLC25A16
RHBDF2	SLC25A19
ADCY1	SLC25A21
MYB	SLC25A21
STXBP3	SLC25A24
PROX1	SLC25A27
APOE	SLC25A28
RPL21	SLC25A3
GNAO1	SLC25A31
MCF2L2	SLC25A31
NM_030970	SLC25A31
C8orf33	SLC25A32
COPS5	SLC25A32
MTDH	SLC25A32
CHCHD3	SLC25A33
PPFIBP1	SLC25A36
DSC3	SLC25A37
FLNA	SLC25A37
FOXC1	SLC25A37
SKIV2L2	SLC25A4
MAGEB4	SLC25A42
PDX1	SLC25A42
MYH6	SLC25A44
NOP16	SLC25A44
DKC1	SLC25A5
FH	SLC25A5
HCCS	SLC25A5
RPS9	SLC25A6
KARS	SLC26A3
RETSAT	SLC26A3
ZBTB16	SLC26A3
CIZ1	SLC26A4
MPPED1	SLC26A4
PBRM1	SLC26A4
PZP	SLC26A8
IGFBP4	SLC27A1
MAD2L1	SLC27A1
AFF3	SLC27A2
DNALI1	SLC27A2
TBC1D9	SLC27A2
PDCD5	SLC27A5
PFDN5	SLC27A5
STK32B	SLC27A5
MIA	SLC27A6
SLC13A1	SLC27A6
SLC6A5	SLC28A1
PRDX2	SLC28A2
CXCL1	SLC28A3
NUCB1	SLC29A1
RXRB	SLC29A1
SYPL1	SLC29A1
UBE2M	SLC29A1
LEPREL1	SLC29A2
MXD3	SLC29A2
RNF187	SLC29A3
TARS	SLC29A3
GPI	SLC2A1
MLPH	SLC2A10
SPDEF	SLC2A10
CD69	SLC2A11
TOMM22	SLC2A11
AFM	SLC2A2
ADM	SLC2A3
C1R	SLC2A3
LY96	SLC2A3
SERPINE1	SLC2A3
SLAMF8	SLC2A3
DMXL1	SLC2A3P1
RASEF	SLC2A3P1
CEP68	SLC2A4
ADAMDEC1	SLC2A5
HK3	SLC2A5
SLAMF8	SLC2A5
SPP1	SLC2A5
ADAMDEC1	SLC2A6
BAZ2B	SLC2A6
HK3	SLC2A6
SLAMF8	SLC2A6
ENDOG	SLC2A8
SIDT1	SLC2A8
AKAP9	SLC30A10
APOBEC3A	SLC30A10
MCM5	SLC30A4
RRP15	SLC30A4
TAF9B	SLC30A5
GUF1	SLC30A9
PPP2R5C	SLC31A1
CD53	SLC31A2
LY96	SLC31A2
NDUFB5	SLC33A1
SNX4	SLC33A1
HSPB2	SLC34A1
TDRD1	SLC34A1
BBOX1	SLC34A2
COQ7	SLC34A2
SIP1	SLC35A1
AI086530	SLC35A3
CAPRIN1	SLC35A3
PIK3C2A	SLC35A3
SLC2A3P1	SLC35A3
SLC33A1	SLC35A5
HIST1H3B	SLC35B1
LRRC59	SLC35B1
PSMD14	SLC35B1
AP4S1	SLC35D1
PDE6A	SLC35D1
RUNDC2C	SLC35D1
CCDC85B	SLC35E1
RAB1A	SLC35E2
RERE	SLC35E2
WASL	SLC35E2
AP1G1	SLC35E3
STAU1	SLC35E3
RPL41	SLC35F2
EPHA7	SLC35F5
ITCH	SLC35F5
USP1	SLC35F5
CALU	SLC36A1
G6PD	SLC37A1
GGT1	SLC37A1
ASPSCR1	SLC38A1
PRLR	SLC38A1
WWP1	SLC38A1
METAP2	SLC38A2
RUNX1T1	SLC38A4
MDM1	SLC38A6
RAP2C	SLC38A6
C17orf28	SLC39A11
CYBRD1	SLC39A2
GOLGA2	SLC39A2
BOP1	SLC39A4
HSF1	SLC39A4
TCEB1	SLC39A4
ACADSB	SLC39A6
C6orf211	SLC39A6
ESR1	SLC39A6
IL6ST	SLC39A6
MAGED2	SLC39A6
ACSL4	SLC39A8
FBXO38	SLC39A8
ST7L	SLC39A8
AURKA	SLC3A2
TMC5	SLC40A1
VAV3	SLC40A1
NUP205	SLC43A1
ZCCHC24	SLC43A1
AQR	SLC43A3
MSH6	SLC43A3
MSN	SLC43A3
CDC42BPA	SLC44A1
GLT8D1	SLC44A1
PDS5B	SLC44A1
AR	SLC44A4
FOXA1	SLC44A4
IGFBP4	SLC45A1
CD52	SLC45A2
COX6A2	SLC45A2
CDC37	SLC47A1
RENBP	SLC47A1
CA12	SLC48A1
G6PC3	SLC48A1
ADAMTS7	SLC4A1
AK022421	SLC4A10
FABP5	SLC4A10
NM_016300	SLC4A10
WDR46	SLC4A10
CDK5	SLC4A2
MAX	SLC4A3
PTPRC	SLC4A3
SORT1	SLC4A3
MYF6	SLC4A4
PLOD2	SLC4A4
VIP	SLC4A4
MYOM1	SLC4A5
AFF1	SLC4A7
C1orf114	SLC4A7
NUP93	SLC4A7
RAB40A	SLC4A7
COL4A5	SLC4A8
GALNT6	SLC4A8
CBX8	SLC5A3
FBN1	SLC5A3
IRS1	SLC5A7
ZNF747	SLC5A7
AGK	SLC6A11
CD2	SLC6A11
LY6G5B	SLC6A11
SLC7A5	SLC6A11
AL137475	SLC6A12
GRIN2D	SLC6A12
DCX	SLC6A14
GABRP	SLC6A14
L11372	SLC6A14
MAP3K1	SLC6A15
NM_007281	SLC6A15
GSDMB	SLC6A16
DVL3	SLC6A2
SCD5	SLC6A2
CD164	SLC6A20
CLSTN2	SLC6A4
EVL	SLC6A4
CEACAM7	SLC6A5
HABP4	SLC6A6
NEDD4L	SLC6A6
EIF3B	SLC6A8
HMGB3	SLC6A8
LFNG	SLC6A9
VEGFA	SLC6A9
CTPS	SLC7A1
DKC1	SLC7A1
TUBB2A	SLC7A1
GPD1	SLC7A10
LEP	SLC7A10
GLRX2	SLC7A11
UBA2	SLC7A11
XPOT	SLC7A11
PTMA	SLC7A2
SUSD3	SLC7A2
TBC1D9	SLC7A2
C16orf61	SLC7A5
HIF1A	SLC7A5
ITGB1BP3	SLC7A5
KIF2C	SLC7A5
UBE2C	SLC7A5
VAV3	SLC7A5
NFATC3	SLC7A6
AIF1	SLC7A8
SCAMP1	SLC7A8
CDC42BPB	SLC7A9
COG6	SLC8A1
FETUB	SLC8A1
PRICKLE4	SLC8A1
CHD5	SLC8A2
HPCA	SLC8A2
C11orf80	SLC9A2
CBX7	SLC9A2
C17orf28	SLC9A3R1
CXXC5	SLC9A3R1
CRAT	SLC9A3R2
NPDC1	SLC9A3R2
DPT	SLC9A5
NOL3	SLC9A5
GOLGA5	SLC9A7
ADRBK1	SLCO1A2
PRKCD	SLCO1A2
RBP3	SLCO1A2
SFRS14	SLCO1B1
NM_014122	SLCO1B3
MAX	SLCO2B1
NPL	SLCO2B1
AKAP13	SLCO3A1
CLDN5	SLCO3A1
CDC25B	SLCO4A1
MEOX2	SLCO4A1
UBASH3B	SLCO4A1
MAGEA3	SLCO4C1
SCN11A	SLCO4C1
GNS	SLCO5A1
MATN3	SLFN12
RECK	SLFN12
TAX1BP3	SLFN12
EVI2A	SLFN5
CAPN10	SLIT1
P2RY10	SLIT1
CFH	SLIT2
COL14A1	SLIT2
EBF1	SLIT2
SPARCL1	SLIT2
CLEC3B	SLIT3
DPT	SLIT3
FHL1	SLIT3
RECK	SLIT3
KCNA6	SLITRK1
A1CF	SLITRK3
HYDIN	SLITRK5
STK32B	SLITRK5
VIP	SLITRK5
WDR60	SLITRK5
PLCL1	SLITRK6
C10orf118	SLK
LARP7	SLK
LZTFL1	SLMAP
SFRS12	SLMAP
CCNA2	SLMO1
NTRK3	SLMO1
PGS1	SLMO1
SQLE	SLMO1
TRPV4	SLMO1
CSE1L	SLMO2
MSH6	SLMO2
XPOT	SLMO2
OLFM4	SLPI
PDZK1IP1	SLPI
ACRV1	SLURP1
SMARCA5	SMAD1
ENOX2	SMAD2
IDS	SMAD2
CCDC94	SMAD3
SLC29A1	SMAD3
CA3	SMAD5
EEA1	SMAD5
TIGD6	SMAD5
SERPINB4	SMAD6
SEC23A	SMAD7
ITPR1	SMARCA1
TSPAN3	SMARCA1
CAPN7	SMARCA2
HOXB1	SMARCA2
TACC3	SMARCA2
WAC	SMARCA2
BAT1	SMARCA4
BRCA2	SMARCA4
HNRNPR	SMARCA4
ILF3	SMARCA4
LSM4	SMARCA4
LSR	SMARCA4
RNASEH2A	SMARCA4
TARS	SMARCA4
EIF4E	SMARCA5
VPS26A	SMARCA5
BCL2L1	SMARCC1
FTSJ3	SMARCD2
PSMC5	SMARCD2
ITGB1BP3	SMARCE1
ZFP161	SMARCE1
TTF2	SMC1A
ECT2	SMC2
PAICS	SMC2
AGFG1	SMC3
BCLAF1	SMC3
HSP90AA1	SMC3
RACGAP1	SMC4
SMC2	SMC4
WASL	SMC5
EZR	SMEK1
SF1	SMEK1
SLC13A1	SMEK2
APBA3	SMG6
KIAA0831	SMG6
LRP1	SMG6
CSNK1G2	SMG7
DCN	SMOC2
PTTG2	SMOC2
KIAA1609	SMOX
HSPA8	SMPD1
PPM1J	SMPD1
C1orf116	SMPD3
FEV	SMPD3
SIDT1	SMPD3
TCP10	SMPD3
LRRC2	SMPD4
C1orf163	SMPDL3B
RUNX1T1	SMPDL3B
CYB5A	SMPX
DUSP6	SMPX
MOCS2	SMR3B
PROL1	SMR3B
SPATA2	SMR3B
GULP1	SMURF1
T	SMURF1
CENPA	SMYD2
PFDN2	SMYD2
UCHL5	SMYD2
C1QTNF3	SMYD3
EXOC3	SMYD5
KRT35	SMYD5
ZNF574	SMYD5
CUL3	SNAI1
HUS1	SNAI1
COL5A2	SNAI2
FSTL1	SNAI2
TSHZ3	SNAI2
C4orf18	SNAP23
OSGEPL1	SNAP23
PICALM	SNAP23
PTPLAD1	SNAP23
RFC1	SNAP23
IRF4	SNAP25
KCNK3	SNAP25
SCG2	SNAP25
SLCO3A1	SNAP25
ATP6V1E1	SNAP29
DHX8	SNAP91
GPRC5A	SNAP91
INTS4	SNAPC3
COBRA1	SNAPC4
HSPA8	SNAPC4
MED27	SNAPC4
BC001788	SNAPC5
HNRNPL	SNAPC5
RAD54B	SNAPC5
EFR3A	SNCA
COL14A1	SNCAIP
MATN2	SNCAIP
PCDH18	SNCAIP
SRPX	SNCAIP
SCARB1	SNCB
CRABP1	SNCG
THAP10	SNCG
BIRC5	SNED1
KANK2	SNED1
PDCD5	SNF8
PHB	SNF8
PSMC5	SNF8
MYCBP	SNIP1
IL26	SNORD108
MYC	SNORD108
BMP4	SNPH
DCLK1	SNPH
HMGCS2	SNPH
MTRF1L	SNPH
MYH2	SNPH
ACTR8	SNRK
C7orf58	SNRK
DYM	SNRK
N4BP2L2	SNRK
NACA2	SNRK
PILRB	SNRP70
SF1	SNRP70
TFAP2A	SNRP70
ECM2	SNRPA
MRPL37	SNRPA
C16orf61	SNRPA1
CCNB2	SNRPA1
UBE2S	SNRPA1
CSE1L	SNRPB
PCNA	SNRPB
BYSL	SNRPC
MAD2L1	SNRPC
KIF18A	SNRPD1
SCYE1	SNRPD1
RPS5	SNRPD2
THEM2	SNRPD2
TROVE2	SNRPE
UBE2N	SNRPF
IPW	SNRPN
SRP14	SNRPN
AI122905	SNTB1
ITGB3	SNTB2
HSPA8	SNURF
SNAP23	SNURF
SNRPN	SNURF
SYTL2	SNURF
EIF5	SNW1
WDR20	SNW1
YY1	SNW1
FLRT2	SNX1
GOLGA8B	SNX1
TPX2	SNX1
ZBTB20	SNX1
C1QB	SNX10
CXCL11	SNX10
DYNLT3	SNX10
ZFAND1	SNX16
GLT8D1	SNX17
POLR2E	SNX17
RAB1A	SNX17
ATP6AP2	SNX2
TTLL3	SNX26
C2orf47	SNX3
LMBRD1	SNX3
ST6GAL2	SNX30
NCOA2	SNX4
RBM39	SNX4
CENPA	SNX5
RPL21	SNX7
JMJD4	SNX8
ARPC5	SOAT1
IGLL3	SOAT2
OR2S2	SOAT2
FLRT2	SOBP
CCDC9	SOCS1
IL5	SOCS1
NR2F6	SOCS1
ITGA6	SOCS2
ZCCHC24	SOCS2
KLF6	SOCS3
MYCT1	SOCS3
ZFP36	SOCS3
FAM49A	SOCS7
ATP5J	SOD1
CCT7	SOD1
HIST1H3B	SOD1
CD163	SOD2
SLC2A3	SOD2
SLC7A7	SOD2
WARS	SOD2
ARHGEF15	SOD3
RGMA	SOD3
APLP1	SOHLH2
TOP1	SON
AOC3	SORBS1
CAV1	SORBS1
FABP4	SORBS1
PLIN	SORBS1
C1orf115	SORBS2
PDZK1IP1	SORBS2
WAC	SORBS3
NUTF2	SORCS1
SCD5	SORCS3
CANT1	SORD
FOXC1	SORD
LARP4	SORD
MCCC2	SORD
AV728268	SORL1
LIMCH1	SORL1
GPR171	SORT1
NCOA2	SORT1
NUP155	SORT1
SCAMP1	SORT1
SGCD	SORT1
INS	SOS2
IQGAP1	SOS2
MIA	SOSTDC1
SOX10	SOSTDC1
GABRP	SOX10
SFRP1	SOX10
ESR1	SOX11
TBC1D9	SOX11
TMEM132A	SOX11
IHPK1	SOX14
SLC34A2	SOX14
CA12	SOX15
TBC1D9	SOX15
MEOX1	SOX18
INHBC	SOX2
IYD	SOX2
SYPL1	SOX21
OR12D3	SOX3
GAPDHS	SOX30
SNX17	SOX30
HDAC2	SOX4
NPIP	SOX4
UGT8	SOX6
C18orf1	SOX9
NFIB	SOX9
TTLL4	SOX9
AHNAK	SP1
C14orf1	SP1
EXOC5	SP1
DDX60	SP100
DIO3	SP100
XAF1	SP100
DDX60	SP110
IFI44L	SP110
XAF1	SP110
DGCR6L	SP2
HMX1	SP5
BYSL	SP6
MAGEA5	SP6
ATP5L	SPA17
TMEM218	SPA17
XM_169434	SPACA1
SOAT2	SPACA3
ZMPSTE24	SPAG1
HNRNPA3	SPAG16
TCEB2	SPAG16
EGR1	SPAG4
ID4	SPAG4
BIRC5	SPAG5
KIF23	SPAG5
NCAPH	SPAG5
PRC1	SPAG5
UBE2C	SPAG5
GAD1	SPAG6
RPGRIP1	SPAG6
MED11	SPAG7
SGSM2	SPAG7
ROS1	SPAG8
PICALM	SPAG9
SCARB1	SPAG9
EPHA5	SPAM1
REN	SPAM1
SLCO1A2	SPAM1
AF119888	SPANXA1
C6orf54	SPANXA1
ARHGAP19	SPANXC
RASA4	SPANXC
TCP10	SPANXC
ASPN	SPARC
COL1A2	SPARC
GLT8D2	SPARC
LHFP	SPARCL1
POSTN	SPARCL1
G3BP2	SPAST
PCDH1	SPAST
EEA1	SPATA1
PIAS4	SPATA1
SPEF1	SPATA17
AGBL3	SPATA2
ARFGEF2	SPATA2
DPM1	SPATA2
STAU1	SPATA2
MSTN	SPATA22
AK022067	SPATA5L1
AU147166	SPATA5L1
LRRC19	SPATA5L1
DOK2	SPATA6
SLAMF8	SPATA6
NM_018543	SPATA7
PHF7	SPATA7
C13orf3	SPC25
CHEK1	SPC25
PTTG2	SPC25
RRM2	SPC25
ATP6V1D	SPCS1
C1GALT1C1	SPCS1
TMEM115	SPCS1
CD1D	SPCS2
STX3	SPCS2
ZNF44	SPCS3
FOXA1	SPDEF
KRT18	SPDEF
MLPH	SPDEF
CALD1	SPEG
EAF2	SPEG
UBN1	SPEN
AMBP	SPG20
DNAJB4	SPG20
DCTN1	SPHK2
FARSA	SPHK2
DSG3	SPHKAP
SFRP1	SPHKAP
NIN	SPI1
BCL11B	SPIB
LAMP3	SPIB
MS4A1	SPIB
PSIP1	SPIN2A
USP1	SPIN4
POU4F1	SPINK1
SNCB	SPINK1
TTYH1	SPINK1
CR2	SPINK2
DLAT	SPINK2
C16orf58	SPINK4
HSD17B6	SPINK5
ICMT	SPINLW1
SCLY	SPINLW1
ATP6AP1	SPINT1
PSMD8	SPINT2
HSPA8	SPN
MYOZ2	SPN
PRM1	SPN
TGFA	SPO11
PLAU	SPOCD1
CD247	SPOCK2
LCK	SPOCK2
EIF4E2	SPOCK3
IL17A	SPOCK3
MTRF1L	SPOCK3
TMEM209	SPOCK3
CRISPLD2	SPON1
GLT8D2	SPON1
GLT8D4	SPON1
PDGFRL	SPON1
SPARC	SPON1
VCAN	SPON1
COL6A1	SPON2
HTRA1	SPON2
DLG4	SPOP
CMYA5	SPOPL
DYSF	SPOPL
TGFBI	SPP1
SRCAP	SPP2
TUSC2	SPR
ASPH	SPRED2
SIAH2	SPRED2
C17orf48	SPRR1A
OSGEPL1	SPRR1A
APC2	SPRR2D
CTAG2	SPRR2D
CXCL14	SPRR3
COL14A1	SPRY1
PCDH18	SPRY2
PROS1	SPRY2
ASB4	SPRY4
BCMO1	SPRY4
NM_024802	SPRY4
UBE2D1	SPRY4
hCG_1645220	SPSB1
MXRA5	SPSB1
PDPN	SPSB1
JMJD2B	SPTAN1
L11372	SPTAN1
SLITRK5	SPTAN1
TCF12	SPTAN1
ADIPOR1	SPTB
NM_025056	SPTB
GSN	SPTBN1
MEOX2	SPTBN1
NFU1	SPTBN1
STIP1	SPTBN1
PPP1R14B	SPTBN2
TMEM132A	SPTBN2
APLP1	SPTBN4
CACNA2D2	SPTBN4
C20orf30	SPTLC1
HSPA8	SPTLC1
AW972351	SPTLC2
PGK1	SPTLC2
CALM1	SPTLC3
INADL	SPTLC3
AURKA	SQLE
DERL1	SQLE
LAPTM4B	SQLE
MTFR1	SQLE
MYCN	SQLE
RAN	SQLE
TRIP13	SQLE
AF119888	SQRDL
PDXK	SQSTM1
TMEM111	SQSTM1
VILL	SQSTM1
BRWD2	SRBD1
RALY	SRC
TKT	SRC
PPP4C	SRCAP
PRSS8	SRCAP
PTMS	SRCAP
MYBL2	SRD5A1
MYO10	SRD5A1
PDSS1	SRD5A1
ART3	SRD5A2
DOCK2	SRD5A2
ADIPOR1	SRD5A3
GLRX2	SRD5A3
ATPAF2	SREBF1
FBXO9	SREBF1
FOXA1	SREBF1
LDHB	SREBF1
SCARB1	SREBF2
KLHDC3	SRF
GINS1	SRGAP2
KIAA1949	SRGAP2
MMP2	SRGAP2
CCR1	SRGN
CTSS	SRGN
FGL2	SRGN
HLA-DRA	SRGN
PTPRC	SRGN
ORC5L	SRI
FRMD4B	SRP14
TMED7	SRP14
RIOK2	SRP19
PSMA6	SRP54
STT3A	SRP54
USO1	SRP54
SAP30BP	SRP68
C2orf25	SRP72
TM9SF3	SRP72
TROVE2	SRP9
GTPBP4	SRPK1
MAD2L1	SRPK1
COX6B1	SRPK2
SPIB	SRPK2
IL6ST	SRPK3
ANAPC5	SRPR
RIOK3	SRPR
DNAJB11	SRPRB
SEC61B	SRPRB
CXCL12	SRPX
DARC	SRPX
LAMB1	SRPX
PDGFRA	SRPX
PROS1	SRPX
SERPINF1	SRPX
DACT1	SRPX2
GOLT1B	SRPX2
LRRC32	SRPX2
NID2	SRPX2
PPAPDC1A	SRPX2
SNCG	SRPX2
PIGV	SRR
BF509345	SRRM2
NPIP	SRRM2
RBM25	SRRM2
SNRP70	SRRM2
MCHR1	SRY
ARF1	SS18
ARL1	SS18
YWHAZ	SS18
SUMO1	SSB
CUL1	SSBP1
ENOX2	SSBP1
SUV39H2	SSBP1
AI086530	SSBP2
C5orf30	SSBP2
PCBP2	SSBP3
ZBTB1	SSBP3
AGTR1	SSFA2
DYNLT3	SSFA2
CELSR1	SSH3
ESR1	SSH3
MGP	SSH3
ADAMTS5	SSPN
BCLAF1	SSPN
C18orf24	SSPN
C1S	SSPN
CALD1	SSPN
FH	SSR1
JTB	SSR2
UFC1	SSR2
NCLN	SSR3
C19orf10	SSR4
HSP90B1	SSRP1
ITGB1BP3	SSRP1
PTMA	SSRP1
TIMM10	SSRP1
MRPL11	SSSCA1
YIF1A	SSSCA1
IFRD1	SST
INE1	SSTR1
CASP8AP2	SSTR2
FAM176B	SSTR2
C12orf52	SSTR4
CCDC90A	SSTR4
FCER2	SSTR5
DHX8	SSX1
SNPH	SSX1
MLC1	SSX2
NM_018600	SSX2
NUP205	SSX2IP
C4orf36	SSX3
CHAT	SSX3
LRRC31	SSX3
THOC5	SSX4
COL21A1	SSX5
NCOA2	ST13
H2AFX	ST14
MTRF1L	ST18
PGRMC1	ST18
RBM8A	ST18
AR	ST20
CDCP1	ST20
AK026820	ST3GAL1
PSMD3	ST3GAL1
WWP1	ST3GAL1
ITM2C	ST3GAL2
MED14	ST3GAL2
POM121	ST3GAL2
TRDN	ST3GAL3
REEP1	ST3GAL4
PCF11	ST3GAL5
USP9X	ST3GAL5
VIPR2	ST3GAL6
TAGLN	ST5
MAGEA1	ST6GAL1
P4HA3	ST6GAL2
PALLD	ST6GAL2
LLGL2	ST6GALNAC2
MLPH	ST6GALNAC2
ARF1	ST6GALNAC4
ALDH4A1	ST6GALNAC5
SPDEF	ST6GALNAC5
ADAM22	ST7
PTPRC	ST7
PPIF	ST7L
RERGL	ST7L
CD8B	ST8SIA1
IL32	ST8SIA1
RUNX3	ST8SIA1
DCX	ST8SIA3
PTPRC	ST8SIA4
RP2	ST8SIA4
TFEC	ST8SIA4
USP9Y	ST8SIA5
IRF4	STAG2
RUNX3	STAG3
CD46	STAM2
DOHH	STAM2
DPP8	STAM2
STIP1	STAM2
CCT7	STAMBP
PARP1	STAMBP
HIST1H1A	STAMBPL1
TBC1D13	STAMBPL1
LDB3	STAR
MARCO	STAR
FAM171A1	STARD10
ZNF552	STARD10
AURKA	STARD13
CDC45L	STARD13
AP1M1	STARD3
PERLD1	STARD3
CMPK2	STAT1
CXCL10	STAT1
CXCL11	STAT1
ISG15	STAT1
OAS2	STAT1
UFD1L	STAT2
ARF1	STAT3
PSME3	STAT3
STAT5B	STAT5A
SNX1	STAT5B
UBE2C	STAT5B
LAMP1	STAT6
EXOC3	STATH
CBX3	STAU1
CSE1L	STAU1
EIF4E2	STAU1
RAE1	STAU1
YTHDF1	STAU1
COPS5	STAU2
MAGED2	STC1
NAT1	STC1
SERPINA5	STC1
CD2	STC2
HIF1A	STC2
SUSD3	STC2
AK5	STEAP1
CHRDL1	STEAP1
SRPX	STEAP1
GRAMD2	STEAP3
PDZK1IP1	STEAP3
AQP3	STEAP4
C4orf18	STEAP4
PPP2R1B	STEAP4
SCN9A	STEAP4
C15orf42	STIL
CEP55	STIL
KIF2C	STIL
TTK	STIL
ARF1	STIP1
CCNB1	STIP1
PGK1	STIP1
YWHAZ	STIP1
APOE	STK10
CORO1A	STK10
CYBA	STK10
PPAP2C	STK17A
STK10	STK17A
CD69	STK17B
CYTIP	STK17B
BAT1	STK24
HSPA8	STK24
IPO5	STK24
CAPN10	STK25
hCG_1776259	STK25
CYBA	STK3
FAM91A2	STK3
IRF4	STK3
YME1L1	STK3
AGTR1	STK32B
BUB1	STK32B
SLC7A5	STK32B
AFG3L1	STK32C
AHSG	STK33
KLC1	STK33
KCTD3	STK39
BCLAF1	STK4
CYBA	STK4
BUB1	STMN1
KIF18A	STMN1
ILF3	STMN2
ITGBL1	STMN2
TPM2	STMN2
NADK	STMN3
YY1	STMN3
ZCCHC4	STMN3
NUDT1	STOML1
CLTA	STOML2
DCTN3	STOML2
IL6ST	STON2
MRPL12	STRA13
SLC9A3R1	STRA13
ITGB1BP3	STRADB
MRPS35	STRAP
EAF2	STS
SNAPC4	STS
NACA2	STT3A
NEK9	STX11
PTPN22	STX11
STXBP6	STX11
HUWE1	STX12
LRRTM4	STX16
NADK	STX16
RAB22A	STX16
RBM5	STX16
AGPAT4	STX2
CD46	STX2
ANAPC5	STX3
G3BP2	STX3
PHKA1	STX3
PCDH7	STX4
TSC2	STX4
C10orf28	STX6
KIF1C	STX6
ADD1	STX8
SEMA6A	STXBP2
DYNLT3	STXBP3
PHF3	STXBP3
PIK3C2A	STXBP3
DMXL1	STXBP4
KLRG1	STXBP5
DHRS2	STXBP6
EIF1AY	STXBP6
PDCL	STXBP6
STK3	STXBP6
MACF1	STYK1
PRRG1	STYK1
TGFA	STYK1
ITGB5	SUB1
NPAS2	SUB1
SNX10	SUB1
ENO1	SUCLG2
MSH3	SUCLG2
SLMAP	SUCLG2
DPP8	SUGT1
PIK3C2A	SUGT1
COL10A1	SULF1
COL11A1	SULF1
FBN1	SULF1
MMP1	SULF1
SULT1A1	SULT1A2
SULT1A1	SULT1A3
APOC1	SULT1C2
BLM	SULT1C2
ITGA7	SULT1C4
HIF1A	SULT1E1
CRX	SULT2A1
DZIP1	SULT2A1
SEC23A	SULT2A1
WDR3	SUMO1
H3F3B	SUMO2
MRPS7	SUMO2
SFRS1	SUMO2
HSPA8	SUMO3
MAD2L1	SUMO3
GRPEL1	SUPT4H1
MRPS7	SUPT4H1
PTRH2	SUPT4H1
PHF12	SUPT6H
PSMD3	SUPT6H
COL1A1	SUPV3L1
NOLC1	SUPV3L1
DNAJB12	SURF1
SNAPC4	SURF1
BRMS1	SURF2
CALD1	SURF2
DHPS	SURF2
HNRNPC	SURF2
NUTF2	SURF4
